"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"KIAA1598",1.35872179068521e-302,2.06363932381398,0.276,0.021,3.55183463303021e-298,"2","KIAA1598"
"LAMP2",1.68403203173065e-302,1.25189781206314,0.494,0.085,4.40222813414708e-298,"2","LAMP2"
"ALDOA1",8.36817025276582e-302,1.10282134379989,0.757,0.195,2.18752338577551e-297,"2","ALDOA"
"NOTCH2",4.07740338039329e-301,1.06050822192056,0.639,0.139,1.06587401766861e-296,"2","NOTCH2"
"KIAA0930",4.68401723597175e-301,1.1742938566388,0.391,0.052,1.22444894565537e-296,"2","KIAA0930"
"RAC1",4.83172865628755e-300,1.03473221944933,0.601,0.125,1.26306218804013e-295,"2","RAC1"
"SAMHD11",5.44195479859952e-300,1.26567619995547,0.889,0.3,1.4225814039019e-295,"2","SAMHD1"
"TMEM176A",8.13890821353012e-300,1.94799736646516,0.27,0.02,2.12759199609891e-295,"2","TMEM176A"
"TPP1",9.37276164061885e-300,1.07935839741188,0.537,0.1,2.45013362047417e-295,"2","TPP1"
"S100A92",1.36753789823721e-298,1.40943343892991,0.973,0.585,3.5748808197819e-294,"2","S100A9"
"MYOF",1.96216785177671e-298,1.76303807246338,0.293,0.025,5.12930298132951e-294,"2","MYOF"
"IMPA2",3.45135335009319e-298,1.70654448723899,0.291,0.025,9.02218279247862e-294,"2","IMPA2"
"THEMIS2",1.92155672667548e-297,1.15998319235099,0.459,0.074,5.02314143920236e-293,"2","THEMIS2"
"GM2A",1.96644240777685e-297,1.40388853977138,0.368,0.046,5.14047709816947e-293,"2","GM2A"
"LGALS3",2.48847721750557e-296,1.28364767141388,0.378,0.048,6.50512829428131e-292,"2","LGALS3"
"NAGA",1.06348597102866e-295,1.66569603999796,0.336,0.037,2.78005867686603e-291,"2","NAGA"
"DENND5A",1.35089138135067e-295,1.35324777403872,0.377,0.048,3.53136515998878e-291,"2","DENND5A"
"RAB10",1.30236779369215e-294,1.18818637328353,0.472,0.08,3.40451964949064e-290,"2","RAB10"
"LGALS11",2.3765728852638e-294,1.09055821158302,0.647,0.146,6.21259917936809e-290,"2","LGALS1"
"SULT1A1",2.92554565554344e-294,1.46711833835202,0.322,0.033,7.6476688981561e-290,"2","SULT1A1"
"OAS21",1.06139397648488e-292,1.11095009947105,0.835,0.245,2.77458999392913e-288,"2","OAS2"
"IFNGR1",1.07921654237524e-292,1.28011387420659,0.434,0.067,2.8211799634231e-288,"2","IFNGR1"
"SAT11",6.34811503960704e-292,1.10007198367609,0.802,0.228,1.65946075250368e-287,"2","SAT1"
"TGFBI",2.05244022817617e-291,1.72048076551416,0.317,0.033,5.36528400047532e-287,"2","TGFBI"
"METTL9",4.64007863798367e-291,1.20872993004922,0.495,0.089,1.21296295675531e-286,"2","METTL9"
"MARCKS",3.87990792646432e-289,1.72758411839997,0.385,0.053,1.01424673105704e-284,"2","MARCKS"
"SOD2",4.16315500415314e-289,1.08814853405476,0.532,0.102,1.08829034963567e-284,"2","SOD2"
"WARS",1.6848554300807e-288,1.19521370091947,0.535,0.105,4.40438057977395e-284,"2","WARS"
"PIM3",2.90067217270644e-288,1.57383707762423,0.357,0.045,7.58264712667191e-284,"2","PIM3"
"EVI2B",1.27160305365114e-287,1.07678568150713,0.538,0.105,3.32409754254944e-283,"2","EVI2B"
"ADRBK2",3.54013044610603e-287,1.61501394890505,0.331,0.037,9.25425499916578e-283,"2","ADRBK2"
"RAB7A",4.19426930710869e-287,0.968268715542579,0.545,0.108,1.09642393957128e-282,"2","RAB7A"
"SLC8A1",7.37649030268436e-287,1.77020840817949,0.273,0.022,1.92828833002472e-282,"2","SLC8A1"
"STX11",8.79054500223566e-287,1.54519044114806,0.32,0.034,2.29793636903442e-282,"2","STX11"
"SIGLEC10",5.55700653678154e-286,1.86841694348987,0.304,0.03,1.45265707878006e-281,"2","SIGLEC10"
"RTN4",2.44157610502593e-285,0.992652474504418,0.594,0.127,6.38252409614827e-281,"2","RTN4"
"PIM1",2.57692287576635e-285,1.07025603689239,0.603,0.132,6.73633408954081e-281,"2","PIM1"
"TRIB1",5.69698243422605e-285,1.45802544095856,0.377,0.052,1.48924817813103e-280,"2","TRIB1"
"OAS1",3.7587632076074e-284,1.05037955085935,0.578,0.122,9.8257829010065e-280,"2","OAS1"
"LTA4H",4.34730784480281e-284,1.32765036598325,0.402,0.059,1.1364297437099e-279,"2","LTA4H"
"NINJ1",4.73724191589137e-283,1.29712315560361,0.366,0.048,1.23836240923316e-278,"2","NINJ1"
"LGALS2",5.4542767572632e-283,1.65941488190098,0.314,0.033,1.42580248711617e-278,"2","LGALS2"
"CUX1",1.89621628908057e-280,1.06721002672984,0.442,0.073,4.95689900128552e-276,"2","CUX1"
"ZNF106",4.58072682489562e-280,0.975104990829869,0.612,0.138,1.19744779929596e-275,"2","ZNF106"
"RBM47",9.49942406460154e-280,1.72307731094861,0.276,0.024,2.48324444472749e-275,"2","RBM47"
"SNX27",6.54848959367789e-279,1.17839822402083,0.385,0.055,1.71184066468334e-274,"2","SNX27"
"RNASE6",2.1191780874498e-278,1.71874055741743,0.285,0.027,5.53974343840251e-274,"2","RNASE6"
"ATP6V0B",1.08705546366163e-277,1.07618812486572,0.476,0.085,2.84167168755786e-273,"2","ATP6V0B"
"UNC93B1",1.18752958562156e-277,1.55714628993135,0.33,0.039,3.10432108977331e-273,"2","UNC93B1"
"S100A121",2.79977521766543e-277,1.47753477191452,0.628,0.152,7.31889239649919e-273,"2","S100A12"
"GAPDH1",3.0077294318974e-277,1.00921164433701,0.649,0.155,7.86250550792298e-273,"2","GAPDH"
"SNX2",7.19288551131657e-277,1.05969159976878,0.447,0.075,1.88029220151327e-272,"2","SNX2"
"BNIP3L",1.08316892104406e-276,1.09372081137485,0.4,0.06,2.83151187650127e-272,"2","BNIP3L"
"GNAI2",3.51376792803108e-276,1.07413880644483,0.831,0.253,9.18534074066603e-272,"2","GNAI2"
"ARPC51",1.94136609482404e-275,1.01238674228354,0.793,0.227,5.07492510847953e-271,"2","ARPC5"
"ZYX",2.75386012801793e-275,1.2285840368143,0.383,0.055,7.19886576065167e-271,"2","ZYX"
"OS9",7.29162062411198e-275,0.998203749819474,0.554,0.116,1.90610254734911e-270,"2","OS9"
"ENO11",1.05801668280272e-273,1.16442918395483,0.843,0.272,2.76576141051459e-269,"2","ENO1"
"MX2",1.28659708897275e-273,0.986703535866057,0.761,0.208,3.36329345028366e-269,"2","MX2"
"ZFAND5",1.57186527360396e-273,0.998166577117731,0.576,0.125,4.1090130117281e-269,"2","ZFAND5"
"ZFP36",3.43229934670717e-273,1.04696719988767,0.588,0.13,8.97237372222722e-269,"2","ZFP36"
"PYCARD",1.09080198122468e-272,1.16130140775371,0.379,0.054,2.85146545911945e-268,"2","PYCARD"
"FKBP1A",3.1800897344781e-272,1.41958182480292,0.361,0.049,8.31307257489919e-268,"2","FKBP1A"
"SH3BGRL",3.2385426562126e-272,1.00824399478223,0.542,0.112,8.46587435760535e-268,"2","SH3BGRL"
"LY86",6.96346078646566e-272,1.35474480296228,0.319,0.036,1.82031828418999e-267,"2","LY86"
"NAIP",2.08126661991409e-271,1.17810303348631,0.388,0.057,5.44063907111743e-267,"2","NAIP"
"CDKN1A",2.31749842708168e-271,1.74855995547954,0.329,0.04,6.05817263823422e-267,"2","CDKN1A"
"CMTM6",3.98698630826306e-271,1.03600549424337,0.506,0.099,1.04223809084305e-266,"2","CMTM6"
"MGAT1",6.2790234051081e-271,1.12383112517921,0.434,0.073,1.64139950832931e-266,"2","MGAT1"
"HEXB",2.77777553550688e-270,1.32139074944194,0.349,0.046,7.26138302736854e-266,"2","HEXB"
"PLAUR",2.9015640001556e-270,1.31762850717641,0.316,0.036,7.58497845280676e-266,"2","PLAUR"
"SLC43A2",4.9040903164682e-270,1.66040678970587,0.283,0.027,1.28197824962795e-265,"2","SLC43A2"
"SOCS3",1.32297488794632e-269,1.33857755199037,0.394,0.06,3.45838865458048e-265,"2","SOCS3"
"C19orf59",1.46851668113375e-269,1.8148116644979,0.285,0.028,3.83884945615173e-265,"2","C19orf59"
"LILRB4",3.37381098109826e-269,1.76661786491565,0.267,0.024,8.81947928568895e-265,"2","LILRB4"
"RNH1",3.76803776618154e-269,1.1169631963675,0.414,0.067,9.85002752457515e-265,"2","RNH1"
"VNN2",6.17787382355174e-269,1.40947058284676,0.424,0.071,1.61495799621466e-264,"2","VNN2"
"AGPAT3",9.20581373805356e-268,1.0782659012931,0.437,0.075,2.40649176926458e-263,"2","AGPAT3"
"IDH1",1.61974133918799e-266,1.44920175910151,0.288,0.029,4.23416583477133e-262,"2","IDH1"
"IFI61",3.31809906478595e-266,1.05442278874501,0.9,0.303,8.67384276525695e-262,"2","IFI6"
"AGTRAP",9.44326125822383e-266,1.24798416013854,0.364,0.051,2.46856292551229e-261,"2","AGTRAP"
"VASP",2.55676371636618e-265,0.992621006868645,0.518,0.104,6.68363603095284e-261,"2","VASP"
"HADHA",1.27772440681664e-264,1.03253951584304,0.507,0.102,3.34009937185938e-260,"2","HADHA"
"PLSCR1",1.81746187833873e-263,0.989504395720773,0.497,0.097,4.75102709616528e-259,"2","PLSCR1"
"RNPEP",8.32333409201678e-263,1.51105288106911,0.314,0.037,2.17580276499411e-258,"2","RNPEP"
"SNX18",3.55463515157264e-262,1.37965869360548,0.363,0.052,9.29217174972604e-258,"2","SNX18"
"LILRB1",7.6858283271179e-262,0.995772985458428,0.494,0.096,2.00915238299189e-257,"2","LILRB1"
"PICALM",1.19108601521713e-261,0.896901590035537,0.547,0.117,3.1136179523791e-257,"2","PICALM"
"NUDT16",1.27833248169965e-260,1.45705524755367,0.297,0.033,3.34168894041105e-256,"2","NUDT16"
"FBXL5",2.6552113025714e-260,0.938064887903771,0.491,0.096,6.9409878660519e-256,"2","FBXL5"
"MPP1",4.09339839920684e-259,1.54954056844542,0.275,0.027,1.07005527553666e-254,"2","MPP1"
"CSGALNACT2",6.45733403555051e-259,1.25463373371258,0.407,0.067,1.68801169023326e-254,"2","CSGALNACT2"
"VMP1",7.77171610920898e-259,0.992363365457619,0.406,0.066,2.03160430810832e-254,"2","VMP1"
"STAT6",2.64685372089967e-257,0.938722725303074,0.567,0.127,6.91914031180383e-253,"2","STAT6"
"HMOX1",1.04753787525612e-256,1.76737662464978,0.261,0.024,2.73836875970703e-252,"2","HMOX1"
"FKBP5",2.883674036838e-256,0.904775038589765,0.595,0.139,7.53821229969821e-252,"2","FKBP5"
"SMAP2",7.84926557963801e-256,0.884175071588909,0.705,0.188,2.05187651517317e-251,"2","SMAP2"
"HPSE",8.46734731373362e-256,1.59048552025354,0.273,0.027,2.21344926128311e-251,"2","HPSE"
"PLEC",1.92244343399461e-255,0.974408347565485,0.538,0.116,5.02545938080531e-251,"2","PLEC"
"SERPING1",9.62367109797909e-255,1.75249271183491,0.264,0.025,2.51572386172271e-250,"2","SERPING1"
"GLT1D1",2.10240535941622e-254,1.69017108616957,0.254,0.023,5.49589785004995e-250,"2","GLT1D1"
"PTTG1IP",2.64022746814082e-253,0.915975671345587,0.468,0.089,6.90181862446691e-249,"2","PTTG1IP"
"LAPTM51",4.86223947564085e-253,1.11087667611275,0.94,0.388,1.27103802132727e-248,"2","LAPTM5"
"CASP1",1.01503165496294e-252,1.03486754072313,0.515,0.108,2.65339424923861e-248,"2","CASP1"
"TET3",1.79647401985567e-252,1.35040908632048,0.301,0.035,4.6961627353047e-248,"2","TET3"
"PTPRE",1.82936656782147e-252,1.02738935554166,0.495,0.1,4.78214714494211e-248,"2","PTPRE"
"FGD2",2.63411388479989e-252,1.23436888850328,0.334,0.045,6.88583710625538e-248,"2","FGD2"
"AOAH",2.89555064107861e-252,0.931478601534984,0.461,0.087,7.56925893084359e-248,"2","AOAH"
"SCIMP",4.08374584495793e-251,1.59530767331689,0.266,0.026,1.06753200133045e-246,"2","SCIMP"
"HIF1A",7.57831099787654e-251,0.950526273001379,0.478,0.095,1.98104627795491e-246,"2","HIF1A"
"QKI",9.89538684615236e-251,0.869698770444671,0.514,0.107,2.58675307545269e-246,"2","QKI"
"PTPN6",1.14952687001032e-250,0.860377480724542,0.564,0.128,3.00497819089398e-246,"2","PTPN6"
"APOBR",1.26432169939538e-249,1.02759704340407,0.426,0.075,3.30506335438947e-245,"2","APOBR"
"IL6R",1.83727032772306e-249,1.23996617116366,0.349,0.051,4.80280836370084e-245,"2","IL6R"
"WAS",2.4424775503281e-249,0.889230141982283,0.467,0.09,6.38488056431268e-245,"2","WAS"
"MAP3K1",9.76657212249702e-249,0.877981435071366,0.497,0.102,2.55307961854195e-244,"2","MAP3K1"
"RNASET2",8.32041549505219e-248,1.0057400768822,0.494,0.102,2.17503981456159e-243,"2","RNASET2"
"POU2F2",2.97766603644595e-247,1.12862265013657,0.411,0.072,7.78391678587336e-243,"2","POU2F2"
"ATP11A",3.66231000888131e-247,1.19928938570501,0.31,0.039,9.57364459421664e-243,"2","ATP11A"
"STAT2",6.98624781016413e-247,0.889951190286078,0.543,0.121,1.82627504005501e-242,"2","STAT2"
"ANXA12",4.22802793048239e-245,0.976412306821418,0.829,0.265,1.1052487813074e-240,"2","ANXA1"
"SHKBP1",7.38493290644235e-245,1.2912115977776,0.347,0.051,1.9304953110731e-240,"2","SHKBP1"
"MYO1F",3.85436743814577e-244,0.835018513787766,0.735,0.205,1.00757019200569e-239,"2","MYO1F"
"SLC2A3",4.17910199875202e-244,1.0342407234779,0.501,0.106,1.09245905349377e-239,"2","SLC2A3"
"CREB5",1.12861762235935e-243,1.47938143137279,0.275,0.03,2.95031932660957e-239,"2","CREB5"
"CD33",2.56443330855651e-243,1.505851668214,0.26,0.026,6.70368511189759e-239,"2","CD33"
"CAPNS1",2.80367299520714e-243,0.808162727630507,0.654,0.169,7.32908157677099e-239,"2","CAPNS1"
"RALB",5.133509777945e-243,1.28431692510086,0.346,0.051,1.3419507910526e-238,"2","RALB"
"NAMPTL",8.71545831053578e-243,0.889566793409558,0.367,0.057,2.27830795695716e-238,"2","NAMPTL"
"MBOAT7",1.02925633576033e-242,1.52597562364654,0.282,0.032,2.69057898731108e-238,"2","MBOAT7"
"IL10RB",7.94833869149505e-242,1.14229000439804,0.352,0.053,2.07777521734372e-237,"2","IL10RB"
"GADD45B",1.07173781723306e-241,0.977205902044603,0.508,0.11,2.80162982802894e-237,"2","GADD45B"
"RGS19",2.25949362841811e-241,1.03077457347994,0.389,0.065,5.90654229404778e-237,"2","RGS19"
"PHC2",2.73563630742944e-241,1.41604507301004,0.282,0.032,7.1512268712513e-237,"2","PHC2"
"BCL2A1",9.53573022213907e-241,0.994861055982825,0.347,0.051,2.49273523736937e-236,"2","BCL2A1"
"SH3BGRL3",1.14744312540508e-240,0.834170734342128,0.576,0.136,2.99953107412142e-236,"2","SH3BGRL3"
"CMPK2",1.67638746680041e-240,0.960120097760506,0.405,0.071,4.38224447696294e-236,"2","CMPK2"
"TLR7",1.71573850682085e-240,1.83488625199617,0.252,0.025,4.48511203068038e-236,"2","TLR7"
"EPSTI1",1.8373874357176e-240,0.790962697858107,0.656,0.171,4.80311449570938e-236,"2","EPSTI1"
"PARP14",4.57272336958691e-240,0.804309665407253,0.672,0.18,1.19535561604372e-235,"2","PARP14"
"TMEM170B",4.92356823264584e-240,1.51183722875318,0.27,0.029,1.28706997169595e-235,"2","TMEM170B"
"DOCK8",5.30082316548996e-240,0.826827349025943,0.663,0.176,1.38568818369073e-235,"2","DOCK8"
"IFIT1",6.84394321996207e-240,0.787686767122275,0.474,0.095,1.78907519713028e-235,"2","IFIT1"
"CAT",7.86514441878671e-240,1.30295847518388,0.326,0.046,2.05602740251503e-235,"2","CAT"
"TCIRG1",1.06993881287019e-239,1.06480058812406,0.418,0.076,2.79692705072397e-235,"2","TCIRG1"
"GPCPD1",1.09280147467884e-239,1.00698460287577,0.412,0.074,2.85669233495796e-235,"2","GPCPD1"
"LACTB",3.02822656177415e-239,1.6363784252423,0.265,0.028,7.91608705513381e-235,"2","LACTB"
"GRINA",3.2333799285187e-239,1.4802242115182,0.271,0.03,8.45237847114072e-235,"2","GRINA"
"PLAC81",4.00213361491891e-239,0.930615329687321,0.781,0.238,1.04619774827595e-234,"2","PLAC8"
"DOCK2",5.19710630809131e-239,0.845037780104538,0.659,0.174,1.35857555999815e-234,"2","DOCK2"
"GSTO1",8.05795402954828e-239,1.03287928622565,0.373,0.06,2.10642976286422e-234,"2","GSTO1"
"TMEM167A",8.88075420644729e-239,1.13296565874074,0.354,0.055,2.32151795710739e-234,"2","TMEM167A"
"COPA",1.10129534884493e-238,0.86605282382602,0.527,0.118,2.87889617141553e-234,"2","COPA"
"SH2B3",1.34091623476542e-238,1.37260021885919,0.316,0.043,3.50528912930028e-234,"2","SH2B3"
"AGFG1",1.44602107590343e-238,1.14717253270373,0.348,0.053,3.78004369451916e-234,"2","AGFG1"
"SRGN1",1.52601833100702e-238,0.994470237763401,0.95,0.392,3.98916451908545e-234,"2","SRGN"
"SGK1",1.63743863129405e-238,1.38237377744809,0.325,0.046,4.28042832606576e-234,"2","SGK1"
"MAPKAPK3",2.74213420444777e-236,1.19796790192513,0.325,0.046,7.1682130238469e-232,"2","MAPKAPK3"
"NCKAP1L",3.52424931963377e-236,0.853377495387992,0.484,0.101,9.21274014645464e-232,"2","NCKAP1L"
"FLII",4.25756438365841e-236,0.920691363783407,0.485,0.103,1.11296990553215e-231,"2","FLII"
"SSH2",5.00170797293708e-236,0.917216525215991,0.533,0.122,1.30749648120548e-231,"2","SSH2"
"DNAJC13",5.44558220481831e-236,0.927292596342337,0.455,0.091,1.42352964416155e-231,"2","DNAJC13"
"ARPC3",7.55402368671842e-236,0.784011516118381,0.571,0.136,1.97469733194506e-231,"2","ARPC3"
"FERMT3",6.08299001350796e-233,0.87767685709369,0.492,0.106,1.59015441943112e-228,"2","FERMT3"
"ACTB1",3.49822040991568e-232,1.01048954605817,0.975,0.558,9.14469797356057e-228,"2","ACTB"
"IFITM21",5.45602136208234e-232,0.760468523609923,0.704,0.198,1.42625854426195e-227,"2","IFITM2"
"LCP11",1.49890050824237e-230,0.930911857658755,0.992,0.622,3.91827581859638e-226,"2","LCP1"
"ATG3",7.997494416203e-230,1.08141643660988,0.379,0.066,2.09062501533963e-225,"2","ATG3"
"GNB2",9.64583912833919e-230,1.09563500555136,0.385,0.068,2.52151880653915e-225,"2","GNB2"
"QSOX1",1.45530377826778e-229,1.35366534683298,0.268,0.031,3.8043096067698e-225,"2","QSOX1"
"GDI2",7.21034310737873e-229,0.805332283808488,0.515,0.117,1.88485579169987e-224,"2","GDI2"
"SNX10",1.32521537945533e-228,1.02459302566641,0.31,0.043,3.46424552343417e-224,"2","SNX10"
"MBD2",1.6171772276409e-228,0.969520101566137,0.444,0.09,4.22746299077608e-224,"2","MBD2"
"SEMA4A",6.63707332566932e-228,1.46235831180293,0.26,0.029,1.73499733806322e-223,"2","SEMA4A"
"SPECC1",1.47176612961745e-227,1.27213631886059,0.297,0.039,3.84734383943298e-223,"2","SPECC1"
"SLC6A6",1.68275833182213e-227,1.16590925215382,0.312,0.044,4.39889855521622e-223,"2","SLC6A6"
"CHST15",2.74530765749763e-226,1.44930143249755,0.255,0.028,7.17650874746455e-222,"2","CHST15"
"LSP1",5.21556169147328e-226,0.818632409880633,0.6,0.154,1.36339998176803e-221,"2","LSP1"
"UBE2L6",2.98312160150701e-225,0.809573554981946,0.457,0.094,7.79817817849947e-221,"2","UBE2L6"
"GSTP1",7.39555338994741e-225,0.825882933809472,0.582,0.148,1.93327161166615e-220,"2","GSTP1"
"STX10",1.42390395639209e-224,1.19773517602606,0.304,0.042,3.72222733240455e-220,"2","STX10"
"PRKAR1A",5.61862980189506e-224,0.868625251074487,0.409,0.077,1.46876601651339e-219,"2","PRKAR1A"
"ACSL4",7.7769875285342e-224,1.24066251384373,0.329,0.051,2.03298230983413e-219,"2","ACSL4"
"APBB1IP",3.73771113173768e-223,0.896153742832727,0.428,0.085,9.77075066947548e-219,"2","APBB1IP"
"HK1",1.40514684304454e-222,0.854757220625109,0.438,0.089,3.67319436240275e-218,"2","HK1"
"GNAQ",2.10443072516134e-222,1.10048298386227,0.309,0.044,5.50119235864426e-218,"2","GNAQ"
"CNPY3",2.70894623259785e-222,0.794022030654523,0.456,0.095,7.08145634663404e-218,"2","CNPY3"
"MAPK14",1.49393286916351e-221,1.14693767462908,0.379,0.068,3.90528991328034e-217,"2","MAPK14"
"ATP6V1A",1.8704993112188e-221,1.24380900001944,0.277,0.035,4.88967224945706e-217,"2","ATP6V1A"
"RHOA",5.59591722574413e-221,0.882103955844068,0.823,0.279,1.46282872198177e-216,"2","RHOA"
"GIMAP4",5.70430862507829e-221,0.946762714845526,0.501,0.114,1.49116331768171e-216,"2","GIMAP4"
"LAPTM4A",1.98753247388249e-219,0.869960326338001,0.361,0.062,5.19560863997622e-215,"2","LAPTM4A"
"JAK2",2.658303894793e-219,1.06400881131479,0.359,0.062,6.94907221137838e-215,"2","JAK2"
"FYB",2.8763380614386e-219,0.851119560996147,0.796,0.257,7.51903532640665e-215,"2","FYB"
"ZMIZ1",3.1860718752071e-219,1.23201312055535,0.292,0.04,8.32871048897887e-215,"2","ZMIZ1"
"LRPAP1",4.29244613298957e-219,0.807651997260016,0.454,0.097,1.1220883436248e-214,"2","LRPAP1"
"S100A82",5.66604711113137e-219,1.22509802855012,0.962,0.581,1.48116137532085e-214,"2","S100A8"
"CHP1",6.96197595072733e-219,1.25643105575342,0.295,0.041,1.81993013327963e-214,"2","CHP1"
"LY6E",1.04165823962697e-218,0.747003998134645,0.556,0.136,2.72299880420887e-214,"2","LY6E"
"COLGALT1",1.04857451662713e-218,1.25774633179953,0.304,0.044,2.74107864391498e-214,"2","COLGALT1"
"GLRX",3.90820028357977e-218,0.819087617306741,0.424,0.085,1.02164263613059e-213,"2","GLRX"
"ATP6AP2",3.10113844142669e-217,0.868568258667536,0.416,0.083,8.10668599973351e-213,"2","ATP6AP2"
"SYNGR2",5.01764490691843e-217,1.07051357151509,0.395,0.076,1.31166255511755e-212,"2","SYNGR2"
"TLE3",5.77535712116114e-217,1.0970105444099,0.353,0.06,1.50973610504273e-212,"2","TLE3"
"NCF4",1.00269533836748e-216,1.22606625954783,0.281,0.037,2.62114588402643e-212,"2","NCF4"
"BID",1.01260909825517e-216,0.934981864360096,0.317,0.048,2.64706144374883e-212,"2","BID"
"FAM49A",6.19146595739914e-215,1.26514358817218,0.292,0.041,1.61851111592371e-210,"2","FAM49A"
"MYADM",6.60003839733707e-215,1.27566173480214,0.272,0.035,1.72531603744788e-210,"2","MYADM"
"YWHAE",9.06778454442562e-215,0.994851662299995,0.385,0.073,2.3704095577583e-210,"2","YWHAE"
"HLA-DRA1",1.67313922612758e-214,0.862662122514947,0.643,0.179,4.37375325102011e-210,"2","HLA-DRA"
"OAZ11",1.15334273056581e-213,0.929864533998455,0.916,0.38,3.01495323197209e-209,"2","OAZ1"
"RIN3",7.46052298311636e-213,0.988383123964574,0.347,0.059,1.95025531301645e-208,"2","RIN3"
"UBE2R2",1.04562713255526e-212,0.907592862845845,0.388,0.074,2.73337388721271e-208,"2","UBE2R2"
"FOSB",1.49794887585805e-212,1.21025703985263,0.324,0.052,3.91578815638052e-208,"2","FOSB"
"TUBA1A",2.90890659053333e-212,0.899876339765496,0.422,0.087,7.60417271831318e-208,"2","TUBA1A"
"YBX3",7.7804369447161e-211,1.05483873302149,0.313,0.048,2.03388402171824e-206,"2","YBX3"
"BTK",1.71411466765505e-210,1.30635010327982,0.276,0.037,4.48086715271706e-206,"2","BTK"
"ZDHHC7",1.72114024999757e-210,1.21251858417774,0.29,0.041,4.49923272751865e-206,"2","ZDHHC7"
"KIAA1033",7.20108159294492e-210,1.07816161890275,0.322,0.052,1.88243473921173e-205,"2","KIAA1033"
"CDKN2D",3.81709568929311e-209,0.892666806624325,0.389,0.075,9.97826984138113e-205,"2","CDKN2D"
"PTEN",9.9518574981174e-209,0.739554312923325,0.513,0.123,2.60151506858287e-204,"2","PTEN"
"LDHA",5.74532991194759e-208,0.761782347214059,0.594,0.159,1.50188669228222e-203,"2","LDHA"
"MTPN",3.29005315306202e-206,0.81814189918096,0.418,0.087,8.60052794741942e-202,"2","MTPN"
"NRIP1",3.64333803306126e-206,0.961495017869679,0.325,0.053,9.52404995222545e-202,"2","NRIP1"
"ATP6AP1",1.63410942965563e-205,0.940447835666475,0.337,0.058,4.27172546006279e-201,"2","ATP6AP1"
"GLB1",2.07579147571084e-205,1.17736773253778,0.268,0.036,5.42632649665571e-201,"2","GLB1"
"DDX60L",2.13845097182244e-205,0.652728920025379,0.559,0.143,5.59012468544103e-201,"2","DDX60L"
"LAIR1",2.42347172923393e-205,1.05012409566516,0.306,0.047,6.33519744739041e-201,"2","LAIR1"
"DICER1",2.53122508730303e-205,0.775095040992283,0.439,0.096,6.61687550071886e-201,"2","DICER1"
"TMPO",5.91117429804851e-205,0.783186073006445,0.426,0.09,1.54524007325286e-200,"2","TMPO"
"UBE2J1",6.00420120083481e-205,0.62603566740864,0.506,0.12,1.56955823591023e-200,"2","UBE2J1"
"SRGAP2",6.15143024500138e-205,1.06937722255629,0.273,0.037,1.60804538034581e-200,"2","SRGAP2"
"CUL1",7.62015877181862e-205,0.888577455603462,0.367,0.069,1.99198570454111e-200,"2","CUL1"
"EVI2A",8.32399849472834e-205,1.15053564759685,0.293,0.043,2.17597644650694e-200,"2","EVI2A"
"CD4",1.12007308979401e-204,1.01204892584309,0.332,0.056,2.92798306403053e-200,"2","CD4"
"FAM46A",2.0979387704867e-204,1.02600200996949,0.322,0.053,5.48422173992928e-200,"2","FAM46A"
"GMFG",8.05488910567693e-204,0.631878574920088,0.666,0.192,2.10562856111501e-199,"2","GMFG"
"MX11",1.51817352246308e-203,0.935254380644372,0.866,0.331,3.96865740507074e-199,"2","MX1"
"WSB1",1.11106920627859e-202,0.919316815473724,0.374,0.072,2.90444601213287e-198,"2","WSB1"
"MIDN",2.43093210526452e-202,1.29219299904312,0.274,0.038,6.35469961637197e-198,"2","MIDN"
"ATP6V0E1",7.42358076849678e-202,0.533482380058774,0.531,0.133,1.94059824869274e-197,"2","ATP6V0E1"
"S100A41",8.73859410865604e-202,0.780329054867843,0.834,0.289,2.28435588594377e-197,"2","S100A4"
